"state","county","malelifeexpect","femalelifeexpect","maleobesity","femaleobesity","malephysical","femalephysical","lifeexpectall","obesityall","physicalactivityall"
"Colorado","Weld",78.2,82,27.6,28.5,64,62.6,80.1,28.05,63.3
"Colorado","Yuma",76.2,80.8,35.7,35.8,55.5,55.8,78.5,35.75,55.65
"Connecticut","Fairfield",79.5,83.7,27,26.9,58.2,55.6,81.6,26.95,56.9
"Connecticut","Hartford",77.6,82.3,31.8,34.6,55.4,52.6,79.95,33.2,54
"Connecticut","Litchfield",78.2,82.4,30.1,28.7,56.5,58.6,80.3,29.4,57.55
"Connecticut","Middlesex",78.3,82.7,32.2,30.8,62.2,58.8,80.5,31.5,60.5
"Connecticut","New Haven",77.4,82,32.5,36.2,57.6,52,79.7,34.35,54.8
"Connecticut","New London",78.1,81.6,31.5,32.8,60.7,56.2,79.85,32.15,58.45
"Connecticut","Tolland",79.5,81.6,30.8,32.7,58.7,60.9,80.55,31.75,59.8
"Connecticut","Windham",76.6,80.9,35.5,36.6,52.1,54,78.75,36.05,53.05
"Delaware","Kent",73.8,79.6,40.2,44.2,48.4,44.8,76.7,42.2,46.6
"Delaware","New Castle",75.9,80.5,35.6,35.5,54.2,50.5,78.2,35.55,52.35
"Delaware","Sussex",75.7,80.6,38,39.7,57.4,48.7,78.15,38.85,53.05
"District of Columbia","District of Columbia",73.7,79.1,22.4,35.3,62.6,57.9,76.4,28.85,60.25
"Florida","Alachua",75.5,80.7,28.6,33.7,63.3,53.8,78.1,31.15,58.55
"Florida","Baker",68.8,77.3,42.7,42.1,48.2,44.8,73.05,42.4,46.5
"Florida","Bay",73.5,78.8,32.2,35.7,60.9,52.4,76.15,33.95,56.65
"Florida","Bradford",72.7,76.9,43.7,46.6,48.9,41.2,74.8,45.15,45.05
"Florida","Brevard",75.4,81,35.6,34.3,63.8,57.4,78.2,34.95,60.6
"Florida","Broward",77.1,81.9,33.4,30.5,54.2,51.1,79.5,31.95,52.65
"Florida","Calhoun",74.2,77.4,37.4,46.9,47.8,41.8,75.8,42.15,44.8
"Florida","Charlotte",75.9,82.6,33,34.9,60.5,59.1,79.25,33.95,59.8
"Florida","Citrus",72.9,80,38.8,35.3,59.3,54.7,76.45,37.05,57
"Florida","Clay",75.3,80.2,36.7,34.9,57,51.2,77.75,35.8,54.1
"Florida","Collier",80.1,84.6,33.8,27.6,57.9,61.1,82.35,30.7,59.5
"Florida","Columbia",72.6,77.7,41.2,41.8,52.8,43.9,75.15,41.5,48.35
"Florida","DeSoto",76.8,79.3,38.2,44,47.1,44.6,78.05,41.1,45.85
"Florida","Dixie",73.4,77.6,42.2,41,52.5,48.5,75.5,41.6,50.5
"Florida","Duval",73.8,78.7,36.1,37.5,56.4,51.3,76.25,36.8,53.85
"Florida","Escambia",73.2,78.4,33.8,36.3,53.4,53.1,75.8,35.05,53.25
"Florida","Flagler",76.6,81.3,35.8,33.2,62,57.5,78.95,34.5,59.75
"Florida","Franklin",74.3,77.9,36.9,38.2,57.5,50.3,76.1,37.55,53.9
"Florida","Gadsden",71.5,77.5,37.3,51,46.4,40.7,74.5,44.15,43.55
"Florida","Gilchrist",73.4,77.6,38.9,40.9,53.2,47.7,75.5,39.9,50.45
"Florida","Glades",76.8,79.3,37.7,40,46.5,50.1,78.05,38.85,48.3
"Florida","Gulf",74.2,77.4,35,38.5,54.5,45.6,75.8,36.75,50.05
"Florida","Hamilton",73.8,76.8,43.8,44.8,43.2,44.2,75.3,44.3,43.7
"Florida","Hardee",75,78.3,44.9,47.5,43.7,40.1,76.65,46.2,41.9
"Florida","Hendry",73.4,78,39.2,46.3,39.1,44.9,75.7,42.75,42
"Florida","Hernando",73.7,80,36.7,34.3,53.9,56,76.85,35.5,54.95
"Florida","Highlands",75.5,80.3,38.1,39.4,54,48.1,77.9,38.75,51.05
"Florida","Hillsborough",75.5,80.5,33.3,35.9,53.5,53.2,78,34.6,53.35
"Florida","Holmes",71.1,76.4,38.4,41.8,40.6,44.7,73.75,40.1,42.65
"Florida","Indian River",76.5,82.8,33.4,31.2,60.9,57.7,79.65,32.3,59.3
"Florida","Jackson",73.6,78,37.5,44.1,51.2,48.3,75.8,40.8,49.75
"Florida","Jefferson",73.7,77.9,37.3,45.6,50.7,49.1,75.8,41.45,49.9
"Florida","Lafayette",72.7,78.6,38.1,39.8,52.9,53.3,75.65,38.95,53.1
"Florida","Lake",75.8,81.3,36.8,35,58.8,55.4,78.55,35.9,57.1
"Florida","Lee",78,83.2,34.9,32.3,58.4,58.9,80.6,33.6,58.65
"Florida","Leon",76.6,80.8,33.3,37.1,60.7,57.6,78.7,35.2,59.15
"Florida","Levy",72.4,78.2,40.1,39.9,50.6,50,75.3,40,50.3
"Florida","Liberty",74.3,77.9,38.2,43.5,46.7,46.2,76.1,40.85,46.45
"Florida","Madison",73.8,76.8,39.7,47.3,47.9,49.3,75.3,43.5,48.6
"Florida","Manatee",76.7,82.3,34.5,32.9,56.6,57.5,79.5,33.7,57.05
"Florida","Marion",74.3,80.3,37.6,38.8,57.7,54.9,77.3,38.2,56.3
"Florida","Martin",78.2,83.2,30.4,26,61.6,60.2,80.7,28.2,60.9
"Florida","Miami-Dade",77.5,83.4,33.8,34,50.2,44.7,80.45,33.9,47.45
"Florida","Monroe",74.7,82.3,30.5,24.5,60.8,58.5,78.5,27.5,59.65
"Florida","Nassau",75.2,79.6,36.7,32.8,57.5,55.5,77.4,34.75,56.5
"Florida","Okaloosa",75.3,80,35.1,31,59.6,51.8,77.65,33.05,55.7
"Florida","Okeechobee",73.6,77.3,40.3,43.2,45.8,43.2,75.45,41.75,44.5
"Florida","Orange",76.7,81.5,33,35.4,56.8,51.2,79.1,34.2,54
"Florida","Osceola",76.9,81.4,36.1,39.6,49.9,50.5,79.15,37.85,50.2
"Florida","Palm Beach",78.1,83.5,31.3,30.5,57.5,56.5,80.8,30.9,57
"Florida","Pasco",74.3,80.3,35.7,33.8,53.3,55.6,77.3,34.75,54.45
"Florida","Pinellas",74.7,80.5,32.5,33,61.2,53.6,77.6,32.75,57.4
"Florida","Polk",75.4,80.8,38.6,42,53.6,49.2,78.1,40.3,51.4
"Florida","Putnam",71,77.8,42,44,46.8,47,74.4,43,46.9
"Florida","Santa Rosa",75.2,80.3,35.1,30.6,60.3,54.8,77.75,32.85,57.55
"Florida","Sarasota",77.5,83.4,31.8,25.9,67.1,60.5,80.45,28.85,63.8
"Florida","Seminole",77.1,81.9,33.9,31.1,57,55.5,79.5,32.5,56.25
"Florida","St. Johns",78.2,82.6,33.3,28.6,63.9,64.2,80.4,30.95,64.05
"Florida","St. Lucie",76.4,81.6,38,36.2,53.3,55,79,37.1,54.15
"Florida","Sumter",78.3,82.5,38.6,35.7,57,55.2,80.4,37.15,56.1
"Florida","Suwannee",72.7,78.6,38.5,41,50.2,51.5,75.65,39.75,50.85
"Florida","Taylor",73.7,77.9,40.1,42.3,46.8,48,75.8,41.2,47.4
"Florida","Union",68.8,77.3,45.5,47.7,50,43.1,73.05,46.6,46.55
"Florida","Volusia",73.7,80.5,34.9,34.4,57,56.7,77.1,34.65,56.85
"Florida","Wakulla",75,79,39.3,40.2,56.5,53.1,77,39.75,54.8
"Florida","Walton",74,79.5,34.5,32.6,60,51.4,76.75,33.55,55.7
"Florida","Washington",71.7,77.2,36.5,42.8,49,43.6,74.45,39.65,46.3
"Georgia","Appling",70.4,76.1,40.7,45.9,49.5,41.7,73.25,43.3,45.6
"Georgia","Atkinson",70.6,75.6,41.4,48.2,40,38.9,73.1,44.8,39.45
"Georgia","Bacon",69.8,77.2,40,46.4,42.2,39.2,73.5,43.2,40.7
"Georgia","Baker",72.9,76.3,39,47.9,50.7,47.6,74.6,43.45,49.15
"Georgia","Baldwin",73,78.8,38,45,52.4,45.4,75.9,41.5,48.9
"Georgia","Banks",73.3,79.5,38.7,39.4,45,50.2,76.4,39.05,47.6
"Georgia","Barrow",73.2,79.1,36.9,38.8,49.4,49.1,76.15,37.85,49.25
"Georgia","Bartow",73,78.1,37.3,36.3,49.9,50,75.55,36.8,49.95
"Georgia","Ben Hill",72.1,77.1,39.7,47.8,42.4,41.1,74.6,43.75,41.75
"Georgia","Berrien",73.1,76.2,41,43.9,45.2,43.2,74.65,42.45,44.2
"Georgia","Bibb",69.6,76.9,35.7,43.1,51.3,45.1,73.25,39.4,48.2
"Georgia","Bleckley",71.5,76,42.2,47,48.2,37.9,73.75,44.6,43.05
"Georgia","Brantley",71.1,78.4,41.3,42.1,45.6,45.9,74.75,41.7,45.75
"Georgia","Brooks",72.9,78,39,47,49.5,46.9,75.45,43,48.2
"Georgia","Bryan",73,78.8,33.2,36.8,58.6,55.9,75.9,35,57.25
"Georgia","Bulloch",73.7,78.4,36.7,43,57.2,50.3,76.05,39.85,53.75
"Georgia","Burke",70.6,77,41.6,53.2,50.1,38.9,73.8,47.4,44.5
"Georgia","Butts",70.8,76,40.6,44.1,47,41,73.4,42.35,44
"Georgia","Calhoun",71.9,76.9,42.7,56.5,39.6,34.7,74.4,49.6,37.15
"Georgia","Camden",75.5,79.1,36.9,37.2,59.5,51.7,77.3,37.05,55.6
"Georgia","Candler",71.3,76.3,39.7,46.8,48.6,45,73.8,43.25,46.8
"Georgia","Carroll",73,77.4,36.2,39.7,48.3,47.9,75.2,37.95,48.1
"Georgia","Catoosa",74.9,80.6,39,38.8,44.9,45.4,77.75,38.9,45.15
"Georgia","Charlton",71.1,78.4,44.3,49.5,39.9,36.2,74.75,46.9,38.05
"Georgia","Chatham",74.1,79.4,33.9,40.9,60.2,53.1,76.75,37.4,56.65
"Georgia","Chattahoochee",72.8,77.8,35.4,40.2,60.7,52.8,75.3,37.8,56.75
"Georgia","Chattooga",70.9,76.3,42.1,43.8,43.8,39.1,73.6,42.95,41.45
"Georgia","Cherokee",77.2,81,34.7,29.9,62.3,56.8,79.1,32.3,59.55
"Georgia","Clarke",75.2,80.5,34.8,38,51.5,53.3,77.85,36.4,52.4
"Georgia","Clay",70,77,40.4,53.1,46.3,39.4,73.5,46.75,42.85
"Georgia","Clayton",74.3,78.2,37.6,44.9,51.6,47.7,76.25,41.25,49.65
"Georgia","Clinch",72.1,77.7,44.1,48.8,41.3,38.1,74.9,46.45,39.7
"Georgia","Cobb",77.7,81.5,33.4,29.4,59.9,59.2,79.6,31.4,59.55
"Georgia","Coffee",72.3,77.6,39.5,44.5,43.3,41.9,74.95,42,42.6
"Georgia","Colquitt",72.8,77.9,39.3,44.9,48.5,42.5,75.35,42.1,45.5
"Georgia","Columbia",76.4,80.5,31.1,32.5,63,56.2,78.45,31.8,59.6
"Georgia","Cook",70.8,75.3,39.7,47.5,45.6,38.7,73.05,43.6,42.15
"Georgia","Coweta",75.7,80.6,34.3,36.6,53.9,52.7,78.15,35.45,53.3
"Georgia","Crawford",72.9,78.9,39.1,43,49.3,44,75.9,41.05,46.65
"Georgia","Crisp",71.5,77.5,38.9,49.2,46.4,40.7,74.5,44.05,43.55
"Georgia","Dade",72.2,77.5,39.1,36.9,47.2,43.4,74.85,38,45.3
"Georgia","Dawson",76.1,79.7,34.3,31.5,56.5,54,77.9,32.9,55.25
"Georgia","DeKalb",76,80.9,28.3,38.1,58.5,54.8,78.45,33.2,56.65
"Georgia","Decatur",71,76.4,40.2,47,51.7,45.3,73.7,43.6,48.5
"Georgia","Dodge",71.8,76.8,42.6,44.3,49.7,39.6,74.3,43.45,44.65
"Georgia","Dooly",72.6,77.5,40.8,51.5,44,35.9,75.05,46.15,39.95
"Georgia","Dougherty",72.5,78.5,37.6,49.2,54.8,45.2,75.5,43.4,50
"Georgia","Douglas",75,78.4,34.6,35.1,54.7,53.8,76.7,34.85,54.25
"Georgia","Early",70,77,41.6,49.7,45.5,41.9,73.5,45.65,43.7
"Georgia","Echols",72.1,77.7,44.2,45.3,39.9,38.7,74.9,44.75,39.3
"Georgia","Effingham",74.7,78.4,38.6,42,54.8,53,76.55,40.3,53.9
"Georgia","Elbert",73.3,78.6,40.3,44.3,48.6,42.4,75.95,42.3,45.5
"Georgia","Emanuel",70.3,75.9,40.8,48.9,49.6,40.6,73.1,44.85,45.1
"Georgia","Evans",71.3,76.3,38.7,48,46.4,41.9,73.8,43.35,44.15
"Georgia","Fannin",75.4,78.8,35.9,36.3,51.2,49.2,77.1,36.1,50.2
"Georgia","Fayette",79,81.6,29.6,30.4,61.4,60,80.3,30,60.7
"Georgia","Floyd",73.4,76.7,34.2,40.6,53.2,43.2,75.05,37.4,48.2
"Georgia","Forsyth",79.2,82.6,30.6,25.7,61.9,59.5,80.9,28.15,60.7
"Georgia","Franklin",71.5,78.1,37.9,41.4,43.9,48.8,74.8,39.65,46.35
"Georgia","Fulton",74.8,79.6,27.1,31.8,59.9,59,77.2,29.45,59.45
"Georgia","Gilmer",74.5,79.9,36.9,39.2,49.4,46.8,77.2,38.05,48.1
"Georgia","Glascock",71.6,76.5,40.6,43.7,47.4,42.2,74.05,42.15,44.8
"Georgia","Glynn",72.7,79.1,37.9,37.4,54,54.7,75.9,37.65,54.35
"Georgia","Gordon",72.7,77.4,37,38.9,50.3,45.8,75.05,37.95,48.05
"Georgia","Grady",73.3,78.5,39.3,47.8,46.8,47.2,75.9,43.55,47
"Georgia","Greene",74.8,79.3,38.1,45.1,43.5,45.8,77.05,41.6,44.65
"Georgia","Gwinnett",78.2,82.1,31.2,32.1,56.8,56,80.15,31.65,56.4
"Georgia","Habersham",75.3,80.2,35.9,38.5,53.5,46.9,77.75,37.2,50.2
"Georgia","Hall",76.4,81.1,34,35,50.2,48.5,78.75,34.5,49.35
"Georgia","Hancock",71.6,76.5,41.6,55.4,47,38.5,74.05,48.5,42.75
"Georgia","Haralson",70.8,74.9,38.2,41.1,44.3,41.5,72.85,39.65,42.9
"Georgia","Harris",75.2,81,35.8,37.3,58.9,50.2,78.1,36.55,54.55
"Georgia","Hart",73.7,78.8,37.9,41.5,48.1,48.3,76.25,39.7,48.2
"Georgia","Heard",72.7,77.3,41.1,44,41.1,41.9,75,42.55,41.5
"Georgia","Henry",74.9,79.1,34.7,35.7,58.6,49.4,77,35.2,54
"Georgia","Houston",74.5,79.6,35.7,39.1,60.9,48.3,77.05,37.4,54.6
"Georgia","Irwin",70.8,78.1,39.8,46.1,47.6,43.6,74.45,42.95,45.6
"Georgia","Jackson",73.9,79.2,38.5,35.2,51.4,52.8,76.55,36.85,52.1
"Georgia","Jasper",72.9,79.5,37.6,40.6,49.3,48.2,76.2,39.1,48.75
"Georgia","Jeff Davis",69.8,77.2,39.7,45.2,47.4,43.1,73.5,42.45,45.25
"Georgia","Jefferson",69.7,75.9,42.9,55.2,46,38.2,72.8,49.05,42.1
"Georgia","Jenkins",70.6,76.5,43.6,54.5,43.5,34.5,73.55,49.05,39
"Georgia","Johnson",72.9,77.1,43.3,51.1,43,37.2,75,47.2,40.1
"Georgia","Jones",74.7,79.5,36.4,39.3,55.1,50,77.1,37.85,52.55
"Georgia","Lamar",72.6,77.6,40.9,45.7,48.7,42.4,75.1,43.3,45.55
"Georgia","Lanier",70.6,75.6,41.6,44.7,45.3,42.6,73.1,43.15,43.95
"Georgia","Laurens",72.3,76.8,39,45.3,50.1,43.5,74.55,42.15,46.8
"Georgia","Lee",75.8,78.4,36.6,37.9,58.7,51.1,77.1,37.25,54.9
"Georgia","Liberty",73.8,79,34.9,43.8,56.6,50.4,76.4,39.35,53.5
"Georgia","Lincoln",71.2,77.6,40,45.2,48.4,45.4,74.4,42.6,46.9
"Georgia","Long",74.1,79.3,39.2,46.3,47.5,45.2,76.7,42.75,46.35
"Georgia","Lowndes",72.1,77.7,38.3,41,54.3,45.3,74.9,39.65,49.8
"Georgia","Lumpkin",75.3,79.2,34.9,36.7,53.1,49.8,77.25,35.8,51.45
"Georgia","Macon",72.6,77.5,40.8,50,44.7,37.4,75.05,45.4,41.05
"Georgia","Madison",72.4,78.6,40.2,39.8,47.2,47.7,75.5,40,47.45
"Georgia","Marion",72.8,77.8,39.7,46.1,46.7,42.8,75.3,42.9,44.75
"Georgia","McDuffie",70.3,76.1,42.4,48.8,45.6,40.3,73.2,45.6,42.95
"Georgia","McIntosh",74.1,79.3,40.9,44.9,44.9,45.4,76.7,42.9,45.15
"Georgia","Meriwether",70,78.2,41.6,48.4,45.6,37.5,74.1,45,41.55
"Georgia","Miller",72.9,76.3,38.5,43.4,46.6,45.1,74.6,40.95,45.85
"Georgia","Mitchell",71.1,77.1,42.1,50.8,42,40.6,74.1,46.45,41.3
"Georgia","Monroe",74,78.6,38.8,42.1,51.8,43.7,76.3,40.45,47.75
"Georgia","Montgomery",71.6,78.2,39.4,46.1,51.2,47.4,74.9,42.75,49.3
"Georgia","Morgan",74.8,79.3,38.1,40,48.5,52.4,77.05,39.05,50.45
"Georgia","Murray",72.2,77,40.4,42.7,39.1,41.3,74.6,41.55,40.2
"Georgia","Muscogee",71.6,76.5,37.4,44.9,55.8,45.7,74.05,41.15,50.75
"Georgia","Newton",73.7,78.5,38.1,38.8,49.4,49.6,76.1,38.45,49.5
"Georgia","Oconee",77.3,82.4,33.4,30.9,61.1,59.3,79.85,32.15,60.2
"Georgia","Oglethorpe",73.3,78.6,40.1,40.4,46.9,47.8,75.95,40.25,47.35
"Georgia","Paulding",75.3,80.6,38,33.1,56.3,52.7,77.95,35.55,54.5
"Georgia","Peach",69.2,78.2,39.8,43.9,51,43.7,73.7,41.85,47.35
"Georgia","Pickens",74.9,78.9,36.2,34.5,54,51.1,76.9,35.35,52.55
"Georgia","Pierce",70.4,78,39.5,43.7,45.8,42.5,74.2,41.6,44.15
"Georgia","Pike",72.6,77.6,38.6,41.1,51.4,46.5,75.1,39.85,48.95
"Georgia","Polk",71.2,76.4,36.5,40.4,48.4,42.7,73.8,38.45,45.55
"Georgia","Pulaski",72.2,77.5,41.4,47.2,48.2,37.2,74.85,44.3,42.7
"Georgia","Putnam",72.9,79.5,37.2,41.7,53.8,51.4,76.2,39.45,52.6
"Georgia","Quitman",70,77,45.3,54.4,40.7,32.9,73.5,49.85,36.8
"Georgia","Rabun",74.9,80.2,35,36.9,58.9,51.6,77.55,35.95,55.25
"Georgia","Randolph",71.9,76.9,43.9,55,43.6,36.3,74.4,49.45,39.95
"Georgia","Richmond",70.3,76.7,36.6,44.1,55.4,43,73.5,40.35,49.2
"Georgia","Rockdale",75.6,79.9,33.5,38,54.9,49.7,77.75,35.75,52.3
"Georgia","Schley",72.5,77.6,41.7,47.1,42,38.9,75.05,44.4,40.45
"Georgia","Screven",70.6,76.5,42.9,50.4,46.8,37.9,73.55,46.65,42.35
"Georgia","Seminole",72.9,76.3,38.5,44.9,50.2,46.1,74.6,41.7,48.15
"Georgia","Spalding",71.2,76.7,40,46.9,48,38.4,73.95,43.45,43.2
"Georgia","Stephens",72.7,77.7,37.8,43.4,49.9,49.8,75.2,40.6,49.85
"Georgia","Stewart",70,77,38.6,55.3,48.9,35.1,73.5,46.95,42
"Georgia","Sumter",72.5,77.6,37.8,48,47.3,43.9,75.05,42.9,45.6
"Georgia","Talbot",70,78.2,41.9,51.1,47.8,40,74.1,46.5,43.9
"Georgia","Taliaferro",71.2,77.6,45.2,55.9,36.4,31.3,74.4,50.55,33.85
"Georgia","Tattnall",71.6,76.1,39.9,49.8,44.8,42.1,73.85,44.85,43.45
"Georgia","Taylor",72.9,78.9,42,48.4,42.5,38.6,75.9,45.2,40.55
"Georgia","Telfair",72.1,77.1,39.8,47,45.7,38.7,74.6,43.4,42.2
"Georgia","Terrell",71.9,76.9,44.3,57.4,38.5,34,74.4,50.85,36.25
"Georgia","Thomas",71.8,77.9,34.6,44.5,51.3,53.4,74.85,39.55,52.35
"Georgia","Tift",72.1,77.9,37.1,45.4,54.8,41.5,75,41.25,48.15
"Georgia","Toombs",72.2,77.4,38.4,45.5,53.4,47.3,74.8,41.95,50.35
"Georgia","Towns",74.9,80.2,35.6,35.4,55.3,52,77.55,35.5,53.65
"Georgia","Treutlen",71.6,78.2,42.7,49,45.6,40.5,74.9,45.85,43.05
"Georgia","Troup",72.7,77.3,38.3,41.4,53,44.6,75,39.85,48.8
"Georgia","Turner",70.8,78.1,42.1,52.4,42.9,36.2,74.45,47.25,39.55
"Georgia","Twiggs",71.5,76,43.7,52.3,39.8,32.6,73.75,48,36.2
"Georgia","Union",75.7,80.5,33.4,33.9,53.7,52.6,78.1,33.65,53.15
"Georgia","Upson",71.4,76.1,41.1,45.9,48.4,41.3,73.75,43.5,44.85
"Georgia","Walker",72.1,77.5,40.5,41.2,48.4,41.7,74.8,40.85,45.05
"Georgia","Walton",72.9,78.6,36.8,38.3,50.7,48.9,75.75,37.55,49.8
"Georgia","Ware",71.2,76.8,38,44.6,48.2,44.4,74,41.3,46.3
"Georgia","Warren",71.6,76.5,42.5,53,45,36.6,74.05,47.75,40.8
"Georgia","Washington",71.3,76.7,40.8,50.2,50.4,41.2,74,45.5,45.8
"Georgia","Wayne",71.9,77.4,40.6,42.9,48.3,47.8,74.65,41.75,48.05
"Georgia","Webster",70,77,39.4,47.5,50.5,45.7,73.5,43.45,48.1
"Georgia","Wheeler",71.6,78.2,41.7,49.5,45.8,41.2,74.9,45.6,43.5
"Georgia","White",75,80.5,34.5,35.2,55.9,50.4,77.75,34.85,53.15
"Georgia","Whitfield",74.1,79.4,38.7,39.2,43.7,40.2,76.75,38.95,41.95
"Georgia","Wilcox",72.2,77.5,41.2,48.8,45.8,38.9,74.85,45,42.35
"Georgia","Wilkes",71.2,77.6,41.2,47.4,45.5,39.3,74.4,44.3,42.4
"Georgia","Wilkinson",72.9,77.1,39.5,45.9,49.6,43.1,75,42.7,46.35
"Georgia","Worth",72.9,78.7,40.9,45.7,50.2,42.2,75.8,43.3,46.2
"Hawaii","Hawaii",76.7,83.1,29.1,28,66.8,64.3,79.9,28.55,65.55
"Hawaii","Honolulu",78.1,83.7,28,25.5,65.1,59.2,80.9,26.75,62.15
"Hawaii","Kalawao",76.7,83.1,30.2,28.1,68.4,65.9,79.9,29.15,67.15
"Hawaii","Kauai",77,82.4,26.9,25.6,71.6,65.7,79.7,26.25,68.65
"Hawaii","Maui",77.8,83.6,30.2,28.1,68.4,65.9,80.7,29.15,67.15
"Idaho","Ada",78.9,82.4,31.4,30.2,64.8,63.8,80.65,30.8,64.3
"Idaho","Adams",77.6,81.2,36.5,36.7,56.6,54.7,79.4,36.6,55.65
"Idaho","Bannock",75.6,79.6,35.4,37,60.1,60.7,77.6,36.2,60.4
"Idaho","Bear Lake",76.7,80.9,33,32.3,59.8,58.9,78.8,32.65,59.35
"Idaho","Benewah",74.8,78.9,35.1,36.2,56.4,55.3,76.85,35.65,55.85
"Idaho","Bingham",75.6,80.9,38.3,42.6,55.7,52.3,78.25,40.45,54
"Idaho","Blaine",79.9,83,28.1,24.3,69.4,62.8,81.45,26.2,66.1
"Idaho","Boise",76.3,80.5,37,38,58.4,56.3,78.4,37.5,57.35
"Idaho","Bonner",76.7,80.7,29.9,31.2,66.5,59.8,78.7,30.55,63.15
"Idaho","Bonneville",76.5,80.7,36.9,34.3,61.8,58.7,78.6,35.6,60.25
"Idaho","Boundary",76.7,80.7,33.6,35.4,57.2,52.8,78.7,34.5,55
"Idaho","Butte",77.2,80.5,35.2,34.2,58,58.2,78.85,34.7,58.1
"Idaho","Camas",75.2,79.6,36.4,34.4,56.1,55.6,77.4,35.4,55.85
"Idaho","Canyon",76.4,80.6,35.5,41.2,53.8,55.9,78.5,38.35,54.85
"Idaho","Caribou",76.7,80.9,37.5,36.4,58.6,57.4,78.8,36.95,58
"Idaho","Cassia",75.6,80.5,39.2,39.5,53.4,51.9,78.05,39.35,52.65
"Idaho","Clark",77.2,80.5,38.9,41,48.3,47.2,78.85,39.95,47.75
"Idaho","Clearwater",76,80.8,34.6,36.2,57.5,55,78.4,35.4,56.25
"Idaho","Custer",76.3,80.5,34.3,33.2,59.8,57.9,78.4,33.75,58.85
"Idaho","Elmore",75.9,80.2,34.9,36.1,61.6,56,78.05,35.5,58.8
"Idaho","Franklin",76.7,80.9,34.5,33.9,60,58.5,78.8,34.2,59.25
"Idaho","Fremont",77.2,80.5,31.9,30.3,58.1,58.4,78.85,31.1,58.25
"Idaho","Gem",76.3,80.5,36.8,40.4,57.4,52.2,78.4,38.6,54.8
"Idaho","Gooding",75.2,79.6,38.3,40.7,50.1,53.6,77.4,39.5,51.85
"Idaho","Idaho",76,80.8,35.2,35.6,57.3,58.5,78.4,35.4,57.9
"Idaho","Jefferson",76.5,81.5,38.2,35.4,49.7,55,79,36.8,52.35
"Idaho","Jerome",74.1,80.2,38.3,44,47,50.4,77.15,41.15,48.7
"Idaho","Kootenai",77.4,80.9,31.6,32.5,66.1,61.8,79.15,32.05,63.95
"Idaho","Latah",79,81.7,30.8,33.7,64.9,58.8,80.35,32.25,61.85
"Idaho","Lemhi",77.2,80.5,34,33,59,58.6,78.85,33.5,58.8
"Idaho","Lewis",76,80.8,35.5,36.5,57.6,56.2,78.4,36,56.9
"Idaho","Lincoln",75.2,79.6,36.5,38.5,53.1,52.6,77.4,37.5,52.85
"Idaho","Madison",77.9,81.1,35.8,35,58,56.4,79.5,35.4,57.2
"Idaho","Minidoka",75,79.3,37.6,42,52.8,46.8,77.15,39.8,49.8
"Idaho","Nez Perce",75.5,79.9,37.7,38.5,58.6,55.6,77.7,38.1,57.1
"Idaho","Oneida",75.6,80.5,35.2,34.6,60,60,78.05,34.9,60
"Idaho","Owyhee",75.9,80.2,38,43.9,51.6,49.7,78.05,40.95,50.65
"Idaho","Payette",75,79.9,34.2,38.3,57.3,54.1,77.45,36.25,55.7
"Idaho","Power",75.6,80.5,37.4,37.8,55.8,55,78.05,37.6,55.4
"Idaho","Shoshone",74.8,78.9,36.8,36.9,52.8,51.9,76.85,36.85,52.35
"Idaho","Teton",77.9,81.1,31.2,29.2,61.3,60.8,79.5,30.2,61.05
"Idaho","Twin Falls",75,79.8,33,38.3,60,56.4,77.4,35.65,58.2
"Idaho","Valley",77.6,81.2,32.8,32.6,61.9,59.7,79.4,32.7,60.8
"Idaho","Washington",77.6,81.2,37.2,39.5,53.2,49.5,79.4,38.35,51.35
"Illinois","Adams",75.4,81.3,33.7,36.3,59.6,52.1,78.35,35,55.85
"Illinois","Alexander",71.3,77.3,41.7,48.5,45.3,39.9,74.3,45.1,42.6
"Illinois","Bond",75.6,80.1,35.9,37.4,55.9,51.2,77.85,36.65,53.55
"Illinois","Boone",77.4,80.9,35.7,36.9,58.3,52.9,79.15,36.3,55.6
"Illinois","Brown",75.7,79.1,38.4,39.5,51.2,46.7,77.4,38.95,48.95
"Illinois","Bureau",76.1,81.3,36.1,36.5,54.9,50.7,78.7,36.3,52.8
"Illinois","Calhoun",74.9,79.2,36.3,36.1,52.8,52.2,77.05,36.2,52.5
"Illinois","Carroll",75.5,80.7,37.2,36.7,55.5,54.2,78.1,36.95,54.85
"Illinois","Cass",75.2,79.9,38.7,39.2,52.3,48.8,77.55,38.95,50.55
"Illinois","Champaign",77.7,81.8,32.2,36.3,58.5,56.5,79.75,34.25,57.5
"Illinois","Christian",75.3,79.8,39.3,36.4,53.7,49,77.55,37.85,51.35
"Illinois","Clark",74.7,78.8,39.3,38.6,55.9,51.8,76.75,38.95,53.85
"Illinois","Clay",73.4,80.1,36.9,39,52.8,50.1,76.75,37.95,51.45
"Illinois","Clinton",76.4,82.2,38.2,36.6,53.2,48.8,79.3,37.4,51
"Illinois","Coles",73.8,80.1,36.8,37.9,60.7,51.8,76.95,37.35,56.25
"Illinois","Cook",75.8,81,31.3,37.3,53,53.9,78.4,34.3,53.45
"Illinois","Crawford",74.4,79.5,39.3,37.9,49.3,51.5,76.95,38.6,50.4
"Illinois","Cumberland",76.1,80.8,36.7,37,56.4,50,78.45,36.85,53.2
